dataset_name,feature_1,feature_2,pearson_correlation,abs_correlation
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_3_DOSES_OF_PENTA_OR_HEPATITIS_B_VACCINE,0.0183,0.0183
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_9_35_MONTHS_WHO_RECEIVED_A_VITAMIN_A_DOSE_IN_THE_LAST_6_MONTHS,0.5155,0.5155
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_12_23_MONTHS_WHO_RECEIVED_MOST_OF_THEIR_VACCINATIONS_IN_A_PUBLIC_HEALTH_FACILITY,-0.0008,0.0008
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_12_23_MONTHS_WHO_RECEIVED_MOST_OF_THEIR_VACCINATIONS_IN_A_PRIVATE_HEALTH_FACILITY,0.26,0.26
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,PREVALENCE_OF_DIARRHOEA_IN_THE_2_WEEKS_PRECEDING_THE_SURVEY_CHILDREN_UNDER_AGE_5_YEARS,-0.4869,0.4869
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_WITH_DIARRHOEA_IN_THE_2_WEEKS_PRECEDING_THE_SURVEY_WHO_RECEIVED_ORAL_REHYDRATION_SALTS_ORS_CHILDREN_UNDER_AGE_5_YEARS,-0.2802,0.2802
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_WITH_DIARRHOEA_IN_THE_2_WEEKS_PRECEDING_THE_SURVEY_WHO_RECEIVED_ZINC_CHILDREN_UNDER_AGE_5_YEARS,-0.2787,0.2787
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_SWITH_DIARRHOEA_IN_THE_2_WEEKS_PRECEDING_THE_SURVEY_TAKEN_TO_A_HEALTH_FACILITY_OR_HEALTH_PROVIDER_CHILDREN_UNDER_AGE_5_YEARS,-0.2245,0.2245
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_PREVALENCE_OF_SYMPTOMS_OF_ACUTE_RESPIRATORY_INFECTION_ARI_IN_THE_2_WEEKS_PRECEDING_THE_SURVEY_CHILDREN_UNDER_AGE_5_YEARS,-0.2657,0.2657
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_WITH_FEVER_OR_SYMPTOMS_OF_ARI_IN_THE_2_WEEKS_PRECEDING_THE_SURVEY_TAKEN_TO_A_HEALTH_FACILITY_OR_HEALTH_PROVIDER_CHILDREN_UNDER_AGE_5_YEARS,0.331,0.331
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_UNDER_AGE_3_YEARS_BREASTFED_WITHIN_ONE_HOUR_OF_BIRTH15,0.4648,0.4648
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_UNDER_AGE_6_MONTHS_EXCLUSIVELY_BREASTFED16,-0.1232,0.1232
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_6_8_MONTHS_RECEIVING_SOLID_OR_SEMI_SOLID_FOOD_AND_BREASTMILK16,-0.36,0.36
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,BREASTFEEDING_CHILDREN_AGE_6_23_MONTHS_RECEIVING_AN_ADEQUATE_DIET16_17,0.157,0.157
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,NON_BREASTFEEDING_CHILDREN_AGE_6_23_MONTHS_RECEIVING_AN_ADEQUATE_DIET16_17,-0.2363,0.2363
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,TOTAL_CHILDREN_AGE_6_23_MONTHS_RECEIVING_AN_ADEQUATE_DIET16_17,0.3294,0.3294
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_UNDER_5_YEARS_WHO_ARE_STUNTED_HEIGHT_FOR_AGE_18,-0.131,0.131
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_UNDER_5_YEARS_WHO_ARE_WASTED_WEIGHT_FOR_HEIGHT_18,-0.019,0.019
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_UNDER_5_YEARS_WHO_ARE_SEVERELY_WASTED_WEIGHT_FOR_HEIGHT_19,-0.0784,0.0784
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_UNDER_5_YEARS_WHO_ARE_UNDERWEIGHT_WEIGHT_FOR_AGE_18,0.0043,0.0043
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_UNDER_5_YEARS_WHO_ARE_OVERWEIGHT_WEIGHT_FOR_HEIGHT_20,-0.1681,0.1681
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_WHOSE_BODY_MASS_INDEX_BMI_IS_BELOW_NORMAL_BMI_18_5_KG_M2_21,-0.0348,0.0348
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_49_YEARS_WHOSE_BODY_MASS_INDEX_BMI_IS_BELOW_NORMAL_BMI_18_5_KG_M2,0.2608,0.2608
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_WHO_ARE_OVERWEIGHT_OR_OBESE_BMI_25_0_KG_M2_21,0.1289,0.1289
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_49_YEARS_WHO_ARE_OVERWEIGHT_OR_OBESE_BMI_25_0_KG_M2,0.5227,0.5227
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_WHO_HAVE_HIGH_RISK_WAIST_TO_HIP_RATIO_0_85,-0.1417,0.1417
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_49_YEARS_WHO_HAVE_HIGH_RISK_WAIST_TO_HIP_RATIO_0_90,0.5419,0.5419
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_6_59_MONTHS_WHO_ARE_ANAEMIC_11_0_G_DL_22,-0.1048,0.1048
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,NON_PREGNANT_WOMEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_12_0_G_DL_22,-0.1909,0.1909
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,PREGNANT_WOMEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_11_0_G_DL_22,0.1226,0.1226
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,ALL_WOMEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC22,-0.1867,0.1867
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,ALL_WOMEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC22,0.2589,0.2589
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,-0.0588,0.0588
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,-0.1527,0.1527
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.0302,0.0302
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.1662,0.1662
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,0.1469,0.1469
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.0668,0.0668
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.2441,0.2441
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,0.186,0.186
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,0.151,0.151
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,0.0843,0.0843
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_MM_OF_HG_AND_OR_DIASTOLIC_90_MM_OF_HG_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_PRESSURE,0.1947,0.1947
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,0.194,0.194
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,0.0869,0.0869
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WIH_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_MM_OF_HG_AND_OR_DIASTOLIC_90_MM_OF_HG_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_PRESSURE,0.1767,0.1767
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_A_SCREENING_TEST_FOR_CERVICAL_CANCER,0.1713,0.1713
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_A_BREAST_EXAMINATION_FOR_BREAST_CANCER,0.1866,0.1866
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_AN_ORAL_CAVITY_EXAMINATION_FOR_ORAL_CANCER,-0.058,0.058
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_30_49_YEARS_EVER_UNDERGONE_AN_ORAL_CAVITY_EXAMINATION_FOR_ORAL_CANCER,0.1919,0.1919
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_WHO_HAVE_COMPREHENSIVE_KNOWLEDGE24_OF_HIV_AIDS,0.545,0.545
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_49_YEARS_WHO_HAVE_COMPREHENSIVE_KNOWLEDGE24_OF_HIV_AIDS,0.5744,0.5744
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_WHO_KNOW_THAT_CONSISTENT_CONDOM_USE_CAN_REDUCE_THE_CHANCE_OF_GETTING_HIV_AIDS,0.6366,0.6366
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_49_YEARS_WHO_KNOW_THAT_CONSISTENT_CONDOM_USE_CAN_REDUCE_THE_CHANCE_OF_GETTING_HIV_AIDS,0.6514,0.6514
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_WHO_USUALLY_PARTICIPATE_IN_THREE_HOUSEHOLD_DECISIONS25,0.8867,0.8867
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_WHO_WORKED_IN_THE_LAST_12_MONTHS_AND_WERE_PAID_IN_CASH,0.2482,0.2482
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_OWNING_A_HOUSE_AND_OR_LAND_ALONE_OR_JOINTLY_WITH_OTHERS,0.156,0.156
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_HAVING_A_BANK_OR_SAVINGS_ACCOUNT_THAT_THEY_THEMSELVES_USE,0.6095,0.6095
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_HAVING_A_MOBILE_PHONE_THAT_THEY_THEMSELVES_USE,0.5712,0.5712
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_24_YEARS_WHO_USE_HYGIENIC_METHODS_OF_PROTECTION_DURING_THEIR_MENSTRUAL_PERIOD26,0.1516,0.1516
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EVER_EXPERIENCED_SPOUSAL_VIOLENCE27,0.2216,0.2216
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EXPERIENCED_PHYSICAL_VIOLENCE_DURING_ANY_PREGNANCY,0.0798,0.0798
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,YOUNG_WOMEN_AGE_18_29_YEARS_WHO_EXPERIENCED_SEXUAL_VIOLENCE_BY_AGE_18,0.0365,0.0365
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,-0.0715,0.0715
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,-0.2158,0.2158
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,-0.1226,0.1226
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,0.0096,0.0096
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,MEN_AGE_25_29_YEARS_MARRIED_BEFORE_AGE_21_YEARS,0.5491,0.5491
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,TOTAL_FERTILITY_RATE_NUMBER_OF_CHILDREN_PER_WOMAN,0.4562,0.4562
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,WOMEN_AGE_15_19_YEARS_WHO_WERE_ALREADY_MOTHERS_OR_PREGNANT_AT_THE_TIME_OF_THE_SURVEY,0.8283,0.8283
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,ADOLESCENT_FERTILITY_RATE_FOR_WOMEN_AGE_15_19_YEARS5,0.9277,0.9277
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,NEONATAL_MORTALITY_RATE_PER_1000_LIVE_BIRTHS,0.2765,0.2765
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,INFANT_MORTALITY_RATE_PER_1000_LIVE_BIRTHS,0.2715,0.2715
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,UNDER_FIVE_MORTALITY_RATE_PER_1000_LIVE_BIRTHS,0.2681,0.2681
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_ANY_METHOD6,0.1914,0.1914
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_ANY_MODERN_METHOD6,0.1444,0.1444
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_FEMALE_STERILIZATION,0.1874,0.1874
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_MALE_STERILIZATION,-0.1189,0.1189
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_IUD_PPIUD,-0.3644,0.3644
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_PILL,0.3919,0.3919
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_CONDOM,-0.3199,0.3199
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_INJECTABLES,-0.2086,0.2086
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,TOTAL_UNMET_NEED_FOR_FAMILY_PLANNING_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_7,-0.0707,0.0707
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,UNMET_NEED_FOR_SPACING_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_7,-0.1137,0.1137
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,HEALTH_WORKER_EVER_TALKED_TO_FEMALE_NON_USERS_ABOUT_FAMILY_PLANNING,0.1275,0.1275
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,CURRENT_USERS_EVER_TOLD_ABOUT_SIDE_EFFECTS_OF_CURRENT_METHOD_OF_FAMILY_PLANNING8,0.1256,0.1256
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,MOTHERS_WHO_HAD_AN_ANTENATAL_CHECK_UP_IN_THE_FIRST_TRIMESTER_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.324,0.324
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,MOTHERS_WHO_HAD_AT_LEAST_4_ANTENATAL_CARE_VISITS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.3428,0.3428
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,-0.0084,0.0084
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.2525,0.2525
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_180_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.34,0.34
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,REGISTERED_PREGNANCIES_FOR_WHICH_THE_MOTHER_RECEIVED_A_MOTHER_AND_CHILD_PROTECTION_MCP_CARD_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.1059,0.1059
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,MOTHERS_WHO_RECEIVED_POSTNATAL_CARE_FROM_A_DOCTOR_NURSE_LHV_ANM_MIDWIFE_OTHER_HEALTH_PERSONNEL_WITHIN_2_DAYS_OF_DELIVERY_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.2681,0.2681
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,AVERAGE_OUT_OF_POCKET_EXPENDITURE_PER_DELIVERY_IN_A_PUBLIC_HEALTH_FACILITY_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_RS,-0.0905,0.0905
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,CHILDREN_BORN_AT_HOME_WHO_WERE_TAKEN_TO_A_HEALTH_FACILITY_FOR_A_CHECK_UP_WITHIN_24_HOURS_OF_BIRTH_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.1605,0.1605
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,CHILDREN_WHO_RECEIVED_POSTNATAL_CARE_FROM_A_DOCTOR_NURSE_LHV_ANM_MIDWIFE_OTHER_HEALTH_PERSONNEL_WITHIN_2_DAYS_OF_DELIVERY_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.1181,0.1181
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,INSTITUTIONAL_BIRTHS_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.1327,0.1327
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,INSTITUTIONAL_BIRTHS_IN_PUBLIC_FACILITY_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.0027,0.0027
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,HOME_BIRTHS_THAT_WERE_CONDUCTED_BY_SKILLED_HEALTH_PERSONNEL_IN_THE_5_YEARS_BEFORE_THE_SURVEY_10,0.1534,0.1534
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,BIRTHS_ATTENDED_BY_SKILLED_HEALTH_PERSONNEL_IN_THE_5_YEARS_BEFORE_THE_SURVEY_10,-0.1606,0.1606
NFHS_5_FACTSHEETS,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,BIRTHS_DELIVERED_BY_CAESAREAN_SECTION_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.2166,0.2166
